StartTime,Proto,SrcAddr,Sport,DstAddr,Dport,TotPkts,TotBytes,State,Label
83199,424118,222.62.67.13,1262,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,426591,222.239.182.1,7586,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,426666,222.240.141.139,4266,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,427312,222.82.46.190,1234,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,429019,222.168.197.200,8046,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,429098,222.231.0.158,6035,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,430560,222.71.179.33,2935,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,432140,222.215.71.52,1074,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,432217,222.239.42.135,1319,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,435995,222.185.243.220,782,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,436111,222.72.186.156,8328,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,436180,222.179.126.32,2815,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,438368,222.45.85.119,2961,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,438445,222.29.138.225,6944,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,439663,222.172.19.102,1671,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,440845,222.75.54.173,4512,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,440922,222.187.183.76,6304,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,448518,222.192.174.13,8891,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,448608,222.205.248.175,4853,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,448683,222.163.144.8,5605,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,448756,222.218.228.144,7978,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,448831,222.155.225.180,3586,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,448906,222.107.58.155,3541,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,448979,222.103.181.221,8732,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,450399,222.87.69.2,1481,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,453053,222.105.154.232,7868,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,453127,222.6.34.113,4727,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,453196,222.3.199.65,2418,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,455879,222.40.145.129,644,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,455957,222.111.223.236,4218,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,458283,222.62.104.29,4471,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,458355,222.14.131.168,4922,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,458424,222.96.55.171,3911,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,461493,222.183.127.140,6938,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,461630,222.241.200.34,8979,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,464674,222.95.167.69,5184,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,464801,222.149.172.115,5411,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,464885,222.183.140.231,6807,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,465758,222.168.13.118,2946,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,466842,222.168.150.14,3617,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,469251,222.176.139.192,5567,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,469326,222.169.154.249,5423,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,469398,222.3.40.57,4958,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,473640,222.18.83.185,1315,192.168.0.13,rtsp,3,302,ACC,Malicious
83199,473720,222.241.79.108,6266,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,473794,222.212.80.1,6513,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,473867,222.211.94.215,8252,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,476620,222.105.159.204,4331,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,478157,222.200.166.167,4341,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,478232,222.235.119.218,6698,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,487759,222.94.158.9,7995,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,487834,222.86.207.21,7411,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,487912,222.188.129.138,7581,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,487985,222.235.234.53,8459,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,488168,222.136.236.155,1741,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,488243,222.18.205.104,2468,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,488316,222.135.42.241,2617,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,492141,222.3.40.255,646,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,492215,222.185.172.9,1398,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,492288,222.142.23.99,3652,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,492361,222.158.170.108,6937,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,492435,222.128.26.245,6049,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,493148,222.58.9.134,1916,192.168.0.13,rtsp,3,298,ACC,Malicious
83199,493223,222.137.206.34,6372,192.168.0.13,rtsp,3,302,ACC,Malicious
83199,493297,222.130.12.120,5508,192.168.0.13,rtsp,3,310,ACC,Malicious
83199,495831,222.130.92.194,4895,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,495972,222.4.6.136,7137,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,499175,222.88.74.157,8823,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,501182,222.105.42.208,2939,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,501254,222.107.42.232,4497,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,501324,222.5.139.111,4007,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,501395,222.100.27.48,353,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,503608,222.51.84.170,6634,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,503683,222.62.204.214,2675,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,503757,222.23.102.138,1843,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,505968,222.38.27.76,3436,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,506051,222.153.194.234,4207,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,507961,222.61.50.243,1848,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,512780,222.35.207.22,8159,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,512864,222.32.84.12,7107,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,512938,222.158.188.246,4493,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,513012,222.143.30.236,8768,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,513089,222.110.183.153,3641,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,513762,222.222.214.33,5118,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,514961,222.179.59.116,7063,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,515040,222.224.105.47,4579,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,518143,222.108.81.67,4872,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,518220,222.9.175.11,2752,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,518292,222.135.129.212,6852,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,521902,222.191.199.61,7476,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,521982,222.181.136.28,5488,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,524023,222.230.246.115,3163,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,524099,222.57.175.47,6396,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,524172,222.84.99.21,8085,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,525403,222.96.34.20,3976,192.168.0.13,rtsp,3,302,ACC,Malicious
83199,525476,222.35.58.230,7946,192.168.0.13,rtsp,3,310,ACC,Malicious
83199,529444,222.125.200.146,4907,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,529519,222.48.101.110,4275,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,529593,222.54.76.124,5183,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,530464,222.86.216.225,1976,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,533382,222.49.43.57,1039,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,533457,222.129.26.241,6751,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,534508,222.119.146.235,1557,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,534581,222.186.170.159,4614,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,536651,222.134.234.60,482,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,536724,222.52.230.218,166,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,540269,222.175.223.133,3345,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,540349,222.242.6.106,7174,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,540425,222.11.238.193,7234,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,540499,222.114.87.48,3633,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,541683,222.247.91.243,7181,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,542746,222.180.197.30,6156,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,545595,222.152.43.17,273,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,551468,222.133.125.210,512,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,551553,222.34.82.253,5947,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,551627,222.22.113.80,8587,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,551700,222.154.76.244,4037,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,551773,222.237.135.231,7134,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,551846,222.95.84.129,4457,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,551992,222.56.125.10,7439,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,554576,222.208.15.142,477,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,554697,222.185.33.184,7187,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,555507,222.28.170.44,2712,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,555585,222.242.25.82,2354,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,558813,222.201.254.110,4057,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,558896,222.169.183.122,4362,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,558967,222.116.10.78,7815,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,564772,222.148.125.174,2258,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,567166,222.196.238.162,3658,192.168.0.13,rtsp,1,98,REQ,Malicious
83199,567252,222.166.49.69,6796,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,567326,222.24.88.103,7879,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,567400,222.90.232.91,4694,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,567474,222.134.43.205,8116,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,567547,222.79.227.12,5339,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,567622,222.6.60.194,1186,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,569276,222.244.62.25,2843,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,571683,222.68.235.145,3673,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,572677,222.125.85.254,7722,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,572756,222.232.240.237,2557,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,580286,222.99.129.194,5383,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,580367,222.48.206.53,28,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,580441,222.3.94.103,722,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,580514,222.144.124.19,2271,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,580588,222.169.120.154,2088,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,582702,222.39.50.195,8058,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,582778,222.20.249.150,8019,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,582850,222.202.125.6,2177,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,582923,222.144.73.229,5942,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,586860,222.28.12.19,7656,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,589701,222.253.79.212,1855,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,589777,222.211.204.248,2196,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,589850,222.88.253.79,118,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,589923,222.131.138.41,6426,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,589996,222.38.135.44,3544,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,590712,222.184.175.166,6611,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,592071,222.196.116.115,4563,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,592150,222.32.25.34,mysql*,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,593769,222.199.180.105,8916,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,596813,222.99.9.110,2691,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,597649,222.210.202.67,sge-e*,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,597721,222.230.247.120,6157,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,602272,222.202.87.134,6534,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,602352,222.180.40.241,4012,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,602425,222.89.88.210,1354,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,602499,222.77.117.178,4624,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,604726,222.138.41.133,5579,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,606870,222.45.247.138,6163,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,606943,222.90.194.149,1146,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,608949,222.16.63.172,1403,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,611225,222.173.24.241,4673,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,611301,222.142.208.208,2331,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,612519,222.185.82.35,691,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,612593,222.176.74.30,4698,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,613869,222.78.113.221,5682,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,616366,222.69.212.181,1105,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,617529,222.103.202.151,841,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,617603,222.100.86.81,5478,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,620466,222.235.41.88,2387,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,620589,222.123.39.254,1801,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,621285,222.239.171.225,6654,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,624900,222.188.110.223,4272,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,624983,222.232.92.99,8216,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,626826,222.111.84.255,mrtd,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,626945,222.187.137.14,8941,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,630658,222.26.68.45,2949,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,630775,222.222.150.30,5642,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,630849,222.204.186.159,7177,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,630922,222.30.28.102,7194,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,633459,222.174.41.102,3314,192.168.0.13,rtsp,1,98,REQ,Malicious
83199,633578,222.224.136.166,8306,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,636245,222.159.204.53,3368,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,636328,222.193.12.78,8796,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,640449,222.213.201.183,6543,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,640572,222.209.248.146,5347,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,640646,222.249.230.230,4932,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,640719,222.188.2.228,1303,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,641376,222.195.117.65,6561,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,642417,222.150.62.17,114,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,643534,222.254.59.178,3426,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,644276,222.75.221.61,5108,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,645225,222.112.7.233,4241,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,646187,222.236.227.153,6911,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,653324,222.48.234.149,7493,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,653406,222.103.128.249,3424,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,653480,222.200.187.48,7131,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,653553,222.121.132.45,42,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,653626,222.85.73.44,5563,192.168.0.13,rtsp,2,200,ACC,Malicious
83199,653699,222.169.34.114,2115,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,654389,222.245.196.107,7561,192.168.0.13,rtsp,2,208,ACC,Malicious
83199,656727,222.15.96.66,1755,192.168.0.13,rtsp,2,204,ACC,Malicious
83199,656848,222.219.162.82,4877,192.168.0.13,rtsp,2,208,ACC,Malicious
